ATCvet,Dosageform,Genericname,Legalstatus,Manufacturername,Packagetype,Productcontrol,Routeofadministration,Storageconditions,Strengthvalue,Targetanimals,Tradename,Type,Unitofstrength ,Unitofvolume,Volume,_id
,Solution for injection,Vitamins,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Vial,Uncontrolled,Intramuscular,Store below 30°C,,"Cattle, Horse, Sheep, Goat,Dogs,Rabbits",Vitaminas A.D.E,,,ml,100,63283c50428ed1b232dba94a
,Solution for injection,Vitamins,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Vial,Uncontrolled,Intramuscular,Store below 30°C,,"Cattle, Horse, Sheep, Goat,Dogs,Rabbits",Vitaminas A.D.E,,,ml,50,63283c50428ed1b232dba94b
QJ01CE09,Solution for injection,Procaine benzylpenicillin,Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),300,"Cattle, Horse, Sheep, Goat",Peni – kel 300,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba94c
QJ01CE09,Solution for injection,Procaine benzylpenicillin,Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),300,"Cattle, Horse, Sheep, Goat",Peni – kel 300,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba94d
QJ01MA93,Solution for injection,Marbofloxacin,Prescription,Vetoquinol S.A.,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 25°C,160,cattle ,Forcyl,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba94e
QA11GA01,Solution for injection,Ascorbic acid,Prescription,Vetoquinol S.A.,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 25°C,200,"Horses, Cattle, Sheep, Goats, Poultry, Dogs, Cats",VITA - C  VETOQUINOL,,mg/ml,ml,50,63283c50428ed1b232dba94f
QJ01FA91,Oral solution,Tilmicosin,Prescription,Biovet Joint Stock Company ,Bottle,Uncontrolled,Oral,Do not store above 30°C,250,"Calves, Turkeys , Chickens (Broilers)",Tilmovet,meat,mg/ml,ml,960,63283c50428ed1b232dba950
QJ51RD01,Intramammary suspension,"Cefalexin, Kanamycin",Prescription,Univet Limited,Syringe ,Uncontrolled,Intramammary use,Do not store above 30°C,"200, 100000",Cattle (lactating dairy cows),Ubrolexin intramammary suspension,"meat, milk",,ml,12,63283c50428ed1b232dba951
QI02AB01 ,Emulsion for injection,Inactivated combined bacterial clostridial vaccine,Prescription,MCI SantèAnimale,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep",Imotoxan,,,ml,50,63283c50428ed1b232dba952
QI02AB01 ,Emulsion for injection,Inactivated combined bacterial clostridial vaccine,Prescription,MCI SantèAnimale,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep",Imotoxan,,,ml,100,63283c50428ed1b232dba953
QI02AB01 ,Emulsion for injection,Inactivated combined bacterial clostridial vaccine,Prescription,MCI SantèAnimale,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep",Imotoxan,,,ml,250,63283c50428ed1b232dba954
QN02AF01,Solution for injection,Butorphanol,Prescription,Richter Pharma A.G.,Vial,Controlled,Intravenous (not otherwise specified),Store below 25°C,10,"Horse, Dog, Cat",Butomidor,,mg/ml,ml,10,63283c50428ed1b232dba955
,Solution for injection,Dexamethasone Sodium Phosphate,Prescription,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,Vial,Uncontrolled,Intravenous (not otherwise specified),Store below 25°C,4,Horse,Dexaroide ,,mg/ml,ml,100,63283c50428ed1b232dba956
QM01AC06,Solution for injection,Meloxicam,Prescription,Labiana life Science ,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 30°C,20,"Cattle , Horses",Metacam 20 mg/ml,"meat, milk",mg/ml,ml,20,63283c50428ed1b232dba957
QM01AC06,Solution for injection,Meloxicam,Prescription,Labiana life Science ,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 30°C,20,"Cattle , Horses",Metacam 20 mg/ml,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba958
QM01AC06,Solution for injection,Meloxicam,Prescription,Labiana life Science ,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 30°C,20,"Cattle , Horses",Metacam 20 mg/ml,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba959
QM01AC06,Solution for injection,Meloxicam,Prescription,Labiana life Science ,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 30°C,20,"Cattle , Horses",Metacam 20 mg/ml,"meat, milk",mg/ml,ml,250,63283c50428ed1b232dba95a
,Solution for injection,"Magnesium Chloride, Calcium Gluconate Monohydrate",Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intravenous (not otherwise specified),Do not store above 30°C,"40 , 279.24","cattle, sheep ,Goat",CALCIUM BOROGLUCONATE,,mg/ml,ml,500,63283c50428ed1b232dba95b
QP53AF ,Concentrate for dip emulsion,Diazinon,Prescription,Jordan Insecticides & Agro-Treatment Manufacturing Company,Bottle,Uncontrolled,Topical,Store below 25°C,600,Cattle,Ectodat 60EC - Aluminum Bottle,meat,mg/ml,ml,1000,63283c50428ed1b232dba95c
QP53AF ,Concentrate for dip emulsion,Diazinon,Prescription,Jordan Insecticides & Agro-Treatment Manufacturing Company,Bottle,Uncontrolled,Topical,Store below 25°C,600,Cattle,Ectodat 60EC - Plastic Bottle ,meat,mg/ml,ml,1000,63283c50428ed1b232dba95d
QP54AA01,Solution for injection,Ivermectin,Prescription,Arab Veterinary Industrial Company (AVICO),Vial,Uncontrolled,Subcutaneous,Do not store above 30°C,10,"Cattle, Sheep",Avimec ,meat,mg/ml,ml,50,63283c50428ed1b232dba95e
,Intramammary suspension,"Amoxicillin trihydrate, Potassium clavulanate, Prednisolone",Prescription,Haupt Pharma Latina ,Syringe ,Uncontrolled,Intramammary use,Do not store above 25°C,,Cattle (lactating Cow),Synulox LC,"meat, milk",,g,3,63283c50428ed1b232dba95f
QP52AG09 ,Solution for injection,Closantel,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Vial,Uncontrolled,Intramuscular,Do not store above 25°C,50,Cattle,Vermifor Ecto,meat,mg/ml,ml,100,63283c50428ed1b232dba960
QI01AA02 ,Emulsion for injection,Inactivated Newcastle viral fluids,Prescription,Zoetis Indústria de Produtos Veterinários Ltda ,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),,Chickens (Hens),New Vac K,meat,,ml,500,63283c50428ed1b232dba961
QI01AD09 ,Lyophilisate for solution for injection,Bursal disease virus (2512 strain),Prescription,Zoetis Inc.,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chickens,Poulvac Bursaplex ,meat,,DF,2000,63283c50428ed1b232dba962
QI01AD06 ,Solution for injection,Live Newcastle disease virus (Ulster strain),Prescription,Zoetis Indústria de Produtos Veterinários Ltda ,Vial,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Broilers ,POULVAC NDW ,,,ml,4,63283c50428ed1b232dba963
,Solution for injection,Ivermectin,Prescription,Industrial Veterinaria S.A. (INVESA),Vial,Uncontrolled,Subcutaneous,Store below 25°C,10,"Cattle, Sheep",Promectine,meat,mg/ml,ml,100,63283c50428ed1b232dba964
,Solution for injection,Ivermectin,Prescription,Industrial Veterinaria S.A. (INVESA),Vial,Uncontrolled,Subcutaneous,Store below 25°C,10,"Cattle, Sheep",Promectine,meat,mg/ml,ml,50,63283c50428ed1b232dba965
,Oral solution,Tocopheryl acetate,OTC,Saudi Pharmaceutical Industries (SPI),Bottle,Uncontrolled,Oral,Store below 30°C,100,,Selevit-E 10% ,,mg/ml,ml,1000,63283c50428ed1b232dba966
QM01AA01,Solution for injection,Phenylbutazone ,Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intravenous (not otherwise specified),Store below 25°C,200,"Cattle , Horses , Dogs",Phenylbuta-kel 20% ,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba967
,Oral powder,Doxycycline Hyclate,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Sachet,Uncontrolled,Oral,,500,Chickens,Doxbrom Polvo,meat,mg/g  ,g,1000,63283c50428ed1b232dba968
,Oral powder,Doxycycline Hyclate,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Box,Uncontrolled,Oral,,500,Chickens,Doxbrom Polvo,meat,mg/g  ,g,5000,63283c50428ed1b232dba969
,Solution for injection,Enrofloxacin ,Prescription,Industrial Veterinaria S.A. (INVESA),Vial,Uncontrolled,Subcutaneous,Store below 25°C,50,"Cattle, Dogs",Ganadexil Enrofloxacin 5%,meat,mg/ml,ml,100,63283c50428ed1b232dba96a
,Solution for injection,"Sulfamethazine, trimethoprim",Prescription,Industrial Veterinaria S.A. (INVESA),Vial,Uncontrolled,Intramuscular,Store below 25°C,"200, 40","Cattle , Horses , Dogs , Cats",Zinaprim ,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba96b
QI01AD,Suspension for injection,"Marek’s disease HVT strain, Newcastle disease virus",Prescription,Biomune Company,Vial,Uncontrolled,Subcutaneous,Store and transport frozen,,Chicken,VECTORMUNE HVT NDV ,meat,,DF,1000,63283c50428ed1b232dba96c
QI01AD,Suspension for injection,"Marek’s disease HVT strain, Newcastle disease virus",Prescription,Biomune Company,Vial,Uncontrolled,Subcutaneous,Store and transport frozen,,Chicken,VECTORMUNE HVT NDV ,meat,,DF,2000,63283c50428ed1b232dba96d
QI01AD,Suspension for injection,"Marek’s disease HVT strain, Newcastle disease virus",Prescription,Biomune Company,Vial,Uncontrolled,Subcutaneous,Store and transport frozen,,Chicken,VECTORMUNE HVT NDV ,meat,,DF,4000,63283c50428ed1b232dba96e
,Lyophilisate for solution for injection,"Newcastle disease virus (LaSota strain), Infectious Bronchitis virus (Massachusetts serotype)",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Vial,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chickens,Volvac ND+IB MLV,meat,,DF,1000,63283c50428ed1b232dba96f
,Suspension for injection,"Clostridium chauvoei, Clostridium septicum, Clostridium Novyi, Clostridium Sordellii, Clostridium perfringens C, Clostridium perfringens D, Mannheimia Haemolytica, Pasteurella multocida",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Vial,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep , Goats",Bar-Vac 10 ways con Retigen,meat,,ml,50,63283c50428ed1b232dba970
,Suspension for injection,"Clostridium chauvoei, Clostridium septicum, Clostridium Novyi, Clostridium Sordellii, Clostridium perfringens C, Clostridium perfringens D, Mannheimia Haemolytica, Pasteurella multocida",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Vial,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep , Goats",Bar-Vac 10 ways con Retigen,meat,,ml,100,63283c50428ed1b232dba971
QI01AA ,Solution for injection,Inactivated Newcastle disease virus (Lasota strain),Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chicken,Volvac ND Conc. KV,,,ml,500,63283c50428ed1b232dba972
QP54AA52 ,,"Abamectin, Praziquantel",Prescription,Jurox Pty Limited,Syringe ,Uncontrolled,Oral,Store below 30°C,"3.7 , 64.2",horses,Promectin Plus,meat,mg/g  ,g,32.4,63283c50428ed1b232dba973
,Emulsion for injection,"Newcastle disease virus (LaSota strain), Infectious Bronchitis virus (Massachusetts serotype)",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Poultry,Volvac ND+IB KV,,,ml,500,63283c50428ed1b232dba974
QI01AD,Lyophilisate for solution for injection,Live Newcastle disease virus (LaSota strain),Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Bottle,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),,Chicken,Volva ND LaSota MLV,meat,,DF,1000,63283c50428ed1b232dba975
,Emulsion for injection,"Infectious Coryza, Newcastle, Infectious Bronchitis, Egg Drop Syndrome",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Poultry,Volvac AC Plus ND+IB+EDS KV,,,ml,500,63283c50428ed1b232dba976
QH01CA01,Solution for injection,Gonadorelin acetate,Prescription,Parnell Laboratories Pty Ltd,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),100,Cattle,Gonabreed Inj,,µg/ml,ml,20,63283c50428ed1b232dba977
QH01CA02,Solution for injection,Gonadorelin acetate,Prescription,Parnell Laboratories Pty Ltd,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),100,Cattle,Gonabreed Inj,,µg/ml,ml,100,63283c50428ed1b232dba978
,Lyophilisate for suspension,Live Newcastle disease vaccine B1 Type (LaSota strain) ,Prescription,Zoetis Inc.,Vial,Uncontrolled,Inhalation,Store in a refrigerator (2°C – 8°C),,Chicken,"Newcastle Disease Vaccine B1 Type Lasota Strain, Live Virus ",meat,,DF,1000,63283c50428ed1b232dba979
,Lyophilisate for suspension,Live Newcastle disease vaccine B1 Type (LaSota strain) ,Prescription,Zoetis Inc.,Vial,Uncontrolled,Inhalation,Store in a refrigerator (2°C – 8°C),,Chicken,"Newcastle Disease Vaccine B1 Type Lasota Strain, Live Virus ",meat,,DF,2500,63283c50428ed1b232dba97a
QI01AD ,Solution for injection,"Live Marek's Disease Virus (Serotypes 1 & 3)",Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chicken,Poulvac Marek CVI+HVT ,meat,,DF,1000,63283c50428ed1b232dba97b
QI01AD ,Solution for injection,"Live Marek's Disease Virus (Serotypes 1 & 3)",Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chicken,Poulvac Marek CVI+HVT ,meat,,DF,2000,63283c50428ed1b232dba97c
QI01AD ,Lyophilisate for suspension,Bursal disease viral tissue (Lukert strain),Prescription,Zoetis Inc.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),,Chicken,Bursine 2,meat,,DF,1000,63283c50428ed1b232dba97d
QI01AD ,Lyophilisate for suspension,Bursal disease viral tissue (Lukert strain),Prescription,Zoetis Inc.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),,Chicken,Bursine 2,meat,,DF,2500,63283c50428ed1b232dba97e
QI01AD ,Lyophilisate for suspension,Bursal disease viral tissue (Lukert strain),Prescription,Zoetis Inc.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),,Chicken,Bursine 2,meat,,DF,5000,63283c50428ed1b232dba97f
,Emulsion for injection,"Inactivated Newcastle disease virus-B1 Type (LaSota strain), Inactivated Bronchitis virus (IB41)",Prescription,Zoetis Inc.,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),,Chicken,Poulvac IN+B ,meat,,DF,1000,63283c50428ed1b232dba980
QI01AD09 ,Lyophilisate for solution for injection,Bursal disease virus (2512 strain),Prescription,Zoetis Inc.,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Chickens,Poulvac Bursaplex ,meat,,DF,8000,63283c50428ed1b232dba981
,Powder for injection*,Bis (aminoethylthio) – 4 melaminophenylarsine dihydrochloride,Prescription,Merial (Rhone Merieux),Bottle,Uncontrolled,Intramuscular,Store below 25°C,100,Camel,Cymelarsan,"meat, milk",mg/ml,ml,20,63283c50428ed1b232dba982
QJ01GB03,Solution for injection,Gentamicin sulphate,Prescription,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Vial,Uncontrolled,Intravenous (not otherwise specified),Store below 30°C,100,"Horses, Foals, Dogs, Cats",Gentodad 10%,,mg/ml,ml,100,63283c50428ed1b232dba983
QA11JB,Oral solution,"Vitamins, Minerals",Prescription,Pharma Care Leading Manufacturing Company Ltd,Bottle,Uncontrolled,Oral,Store below 25°C,,"Cattle, Camels, Horses, Foals, Goats, Sheep, Poultry",Vita-Aminolytes,meat,,ml,1000,63283c50428ed1b232dba984
,Oral solution,"Vitamin A, Vitamin D3, Vitamin E",Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 25°C,,Poultry ,VIT AD3E,,,ml,1000,63283c50428ed1b232dba985
,Oral solution,"Vitamin A, Vitamin D3, Vitamin E",Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 25°C,,Poultry ,VIT AD3E,,,ml,500,63283c50428ed1b232dba986
QJ01CA04,Powder for oral solution,Amoxicillin Trihydrate,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jar,Uncontrolled,Oral,Store below 30°C,500,Poultry ,Amoxicillin 50%,meat,mg/g  ,g,500,63283c50428ed1b232dba987
QJ01CA04,Powder for oral solution,Amoxicillin Trihydrate,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Jar,Uncontrolled,Oral,Store below 30°C,500,Poultry ,Amoxicillin 50%,meat,mg/g  ,g,1000,63283c50428ed1b232dba988
QJ01EW10,Oral suspension,"Sulphadiazine Sodium, Trimethoprim",Prescription,Pharma Care Leading Manufacturing Company Ltd,Bottle,Uncontrolled,Oral,Store below 25°C,"100 , 20","Horse, Calf, Poultry",Pharma Trimazine 120,meat,mg/ml,l,1,63283c50428ed1b232dba989
QI01AD07 ,Lyophilisate for suspension,Live attenuated Infectious Bronchitis virus strain 1-96,Prescription,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),min 2.8 log10 EID50/dose,Chicken,CEVAC Ibird,,,DF,1000,63283c50428ed1b232dba98a
QI01AD07 ,Lyophilisate for suspension,Live attenuated Infectious Bronchitis virus strain 1-96,Prescription,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),min 2.8 log10 EID50/dose,Chicken,CEVAC Ibird,,,DF,2500,63283c50428ed1b232dba98b
QI01AD07 ,Lyophilisate for suspension,Live attenuated Infectious Bronchitis virus strain 1-96,Prescription,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),min 2.8 log10 EID50/dose,Chicken,CEVAC Ibird,,,DF,5000,63283c50428ed1b232dba98c
,Ointment,"Camphor, Turpentine oil, Methyl salicylate, Potassium iodide, Iodine, Lanoline and Vaseline",Prescription,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Box,Uncontrolled,Topical,Store below 30°C,"10, 12, 7.5, 10, 5, 150","Camel, Cow, Goat, Horse, Sheep",Udder-Heal Ointment,,mg/g  ,g,500,63283c50428ed1b232dba98d
QJ01CA04,Suspension for injection,Amoxicillin Trihydrate,Prescription,Ceva Santè animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,15,Cattle,Vetrimoxin L.A,"meat, milk",g,ml,100,63283c50428ed1b232dba98e
,Oral powder,"Natrii citras anhydricus, Natrii acetas anhydricus, Natrii propionas, Kalii chloridum, Natrii chloridum, Kalii dihydrogenophosphas",Prescription,Bioveta A.S.,Bottle,Uncontrolled,Oral,Store below 30°C,"3.92, 3.28, 1.92, 2.98, 4.68, 1.36",Calves,Aqua Viva oral powder,, g,g,83.7,63283c50428ed1b232dba98f
,Suspension for injection,"Benzylpenicillin procaine, Dihydrostreptomycin sulphate",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,Intramuscular,Store below 25°C,"200000, 250 ","Cattle, Sheep, Goat, Horse",Pendistrep suspension for injection,"meat, milk",IU/mg,ml,50,63283c50428ed1b232dba990
,Suspension for injection,"Benzylpenicillin procaine, Dihydrostreptomycin sulphate",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,Intramuscular,Store below 25°C,"200000, 250 ","Cattle, Sheep, Goat, Horse",Pendistrep suspension for injection,"meat, milk",IU/mg,ml,100,63283c50428ed1b232dba991
QP54AA03,Powder for injection*,Doramectin,Prescription,Laboratorios Pfizer Ltda.,Vial,Uncontrolled,Intramuscular,Store below 30°C,10 mg/ml,"Cattle, Sheep",Dectomax,Meat and offal,mg/ml,ml,50,63283c50428ed1b232dba992
,Solution for injection,"Avian Reovirus Vaccine, Killed Virus",Prescription,Zoetis Inc.,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),"5.9, 6, 4.8 log10 TCID50/dose ",Chicken,Tri-Reo,meat,,ml,500,63283c50428ed1b232dba993
QI01AD06 ,Emulsion for injection,Inactivated Newcastle disease virus (Lasota strain),Prescription,Zoetis Indústria de Produtos Veterinários Ltda ,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),7 log10 EID50/dose,Chickens (Hens),Chick NK,,,ml,500,63283c50428ed1b232dba994
QJ01FA90,Granules,Tylosin Tartarate,Prescription,Biovet Joint Stock Company ,Sachet,Uncontrolled,Oral,Store  below 30°C,100,"Calves, Turkeys ,Chickens",Pharmasin granules,"Meat, Meat and offal",%,kg,1.1,63283c50428ed1b232dba995
QJ01XX04,Oral solution,Spectinomycin,Prescription,Ceva Santè animale,Bottle,Uncontrolled,Oral,Store below 25°C,50,Sheep (lambs),Spectam Scour Halt,meat,mg/ml,ml,100,63283c50428ed1b232dba996
QG03GA,solution for injection,Pregnant Mare Serum Gonadotrophin (PMSG),Prescription,Ceva Santè animale,Box,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),6000,"Sheep, goat (young and adult female)",Syncropart Pmsg 6000,,IU,IU,6000,63283c50428ed1b232dba997
QG03DA04,Vaginal delivery system,Progesterone,Prescription,Ceva Santè animale,Sachet,Uncontrolled,Vaginal,Store below 25°C,1.55,Cattle (Cows and Heifers),PRID DELTA,"Meat, offal and Milk:",g,g,1.55,63283c50428ed1b232dba998
,Suspension for injection,"Procaine benzylpenicillin, Dihydrostreptomycin sulphate",Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),200,"Horse, Cow, Sheep",Combi-kel 20+20,"meat, milk",IU,ml,50,63283c50428ed1b232dba999
,Suspension for injection,"Procaine benzylpenicillin, Dihydrostreptomycin sulphate",Prescription,KELA LABORATORIA,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),200,"Horse, Cow, Sheep",Combi-kel 20+20,"meat, milk",IU,ml,100,63283c50428ed1b232dba99a
QJ01MA90,Solution for injection,Enrofloxacin,Prescription,S.P. Veterinaria s.a Co.,Vial,Uncontrolled,Intramuscular,Store below 25°C,100,"Cattle, Sheep, Goat",Colmyc - E,"meat, milk",mg,ml,100,63283c50428ed1b232dba99b
QA12CE99,Emulsion for injection,"Selenium, Vitamin E",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,Intramuscular,Store below 25°C,"75, 7.5","Cattle, Sheep, Goat",Selevit Adultos,Meat,mg/g  ,ml,100,63283c50428ed1b232dba99c
QI01AD09 ,Lyophilisate for suspension,Infectious Bursal Disease - Intermediate strain,Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Vial,Uncontrolled,In drinking water,Store in a refrigerator (2°C – 8°C),,Chickens (Broilers and breeders),Volvac IBD MLV,Meat,,DF,1000,63283c50428ed1b232dba99d
QI01AD09 ,Lyophilisate for suspension,Infectious Bursal Disease - Intermediate strain,Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Vial,Uncontrolled,In drinking water,Store in a refrigerator (2°C – 8°C),,Chickens (Broilers and breeders),Volvac IBD MLV,Meat,,DF,2000,63283c50428ed1b232dba99e
QI01AD09 ,Lyophilisate for suspension,Infectious Bursal Disease - Intermediate strain,Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Vial,Uncontrolled,In drinking water,Store in a refrigerator (2°C – 8°C),,Chickens (Broilers and breeders),Volvac IBD MLV,Meat,,DF,5000,63283c50428ed1b232dba99f
QI01AD09 ,Lyophilisate for suspension,Infectious Bursal Disease - Intermediate strain,Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Vial,Uncontrolled,In drinking water,Store in a refrigerator (2°C – 8°C),,Chickens (Broilers and breeders),Volvac IBD MLV,Meat,,DF,10000,63283c50428ed1b232dba9a0
QI01AA ,Suspension for injection,"Newcastle Disease virus LaSota Strain, Infectious Bronchitis serotype Massachusetts, Egg Drop Syndrome 127 strain",Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Poultry (layers and broiler breeders),Volvac ND+IB+EDS KV,Meat,,ml,500,63283c50428ed1b232dba9a1
,Suspension for injection,"Avibacterium (Haemophilus) pargallinarum serotype A,  serotype B and  serotype C",Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,Bottle,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Healthy chickens,Volvac AC Plus Bacterin KV,,,ml,500,63283c50428ed1b232dba9a2
QI05AA04,Suspension for injection,"Equine Herpesvirus type1 - strain KyA,  Equine Influenza - strain Newmarket-2-93 subtype A2,  Equine Influenza - strain Kentucky 95 - subtype A2 and  Equine Influenza - strain A- Equi-2- Ohio- 03",Prescription,Boehringer Ingelheim Vetmedica Inc.,Bottle,Uncontrolled,intramuscular,Store in a refrigerator (2°C – 8°C),,Horses (6 months of age or older),Calvenza 03 EIV/EHV,,,ml,20,63283c50428ed1b232dba9a3
,Suspension for injection,"Bovine Rhinotracheitis Virus (IBR),  Bovine Virus Diarrhea Virus (BVD),  Myxovirus Parainfluenza3(PI3),  Bovine Respiratory Syncytial Virus (BRSV),  Haemophilus Somnus (P51),  Haempphilus Somnus, Oklahoma,  Leptospira Canicola,  Leptospira Grippotyphosa, ",Prescription,Boehringer Ingelheim Vetmedica Inc.,Bottle,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),,Cattle,ELITE 9-HS,Meat,,ml,250,63283c50428ed1b232dba9a4
J01CA04 ,Suspension for injection,Amoxicillin Trihydrate,Prescription,Haupt Pharma Latina ,Vial,Uncontrolled,Intramuscular,Store below 25°C,150,"Sheep, dogs, cats",Clamoxyl  LA,Meat,mg/ml,ml,100,63283c50428ed1b232dba9a5
S01AA04,Solution for Injection,Oxytetracycline,OTC,Merial,Bottle,Uncontrolled,Intramuscular,Store below 25°C,20/100,"Cattle, Sheep",Remacycline L.A,"meat, milk",ml,ml,100,63283c50428ed1b232dba9a6
S01AA04,Solution for Injection,Oxytetracycline,OTC,Merial,Bottle,Uncontrolled,Intramuscular,Store below 25°C,20/100,"Cattle, Sheep",Remacycline L.A,"meat, milk",ml,ml,50,63283c50428ed1b232dba9a7
QA12AX,Solution for Injection,"Calcium gluconate, Magnesium hypophosphite",OTC,Merial,Bottle,Uncontrolled,Intramuscular,Store below 25°C,77.9,"Cattle, sheep, goats, horses, dogs, cats",Cofacalcium,,mg,ml,500,63283c50428ed1b232dba9a8
A01AB08,Powder for oral solution,Neomycin Sulphate,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,Store below 25°C,250,"Cattle, Goat, Horse, Poultry, Sheep",Neomycin-25,Meat,mg/g  ,g,1000,63283c50428ed1b232dba9a9
